"","seq_id","seqnames","type","start","end","width","strand","gene_id","gene_biotype","Orthogroup"
"172","latens_scaffold_0","scaffold_0","gene",816680,823594,6915,"+","FL83_00172","protein_coding","OG0008676"
"173","latens_scaffold_0","scaffold_0","gene",828742,830274,1533,"+","FL83_00173","protein_coding","OG0008677"
"174","latens_scaffold_0","scaffold_0","gene",843694,846233,2540,"+","FL83_00174","protein_coding","OG0008678"
"175","latens_scaffold_0","scaffold_0","gene",847146,848540,1395,"+","FL83_00175","protein_coding","OG0008679"
"176","latens_scaffold_0","scaffold_0","gene",848747,849850,1104,"-","FL83_00176","protein_coding","OG0008680"
"177","latens_scaffold_0","scaffold_0","gene",850170,851403,1234,"-","FL83_00177","protein_coding","OG0008681"
"178","latens_scaffold_0","scaffold_0","gene",856737,858920,2184,"+","FL83_00178","protein_coding","OG0008682"
"179","latens_scaffold_0","scaffold_0","gene",859114,860025,912,"-","FL83_00179","protein_coding","OG0011862"
"180","latens_scaffold_0","scaffold_0","gene",859262,860373,1112,"+","FL83_00180","protein_coding",NA
"181","latens_scaffold_0","scaffold_0","gene",861958,862837,880,"+","FL83_00181","protein_coding","OG0002581"
"182","latens_scaffold_0","scaffold_0","gene",863637,865043,1407,"-","FL83_00182","protein_coding","OG0011863"
"183","latens_scaffold_0","scaffold_0","gene",866124,866921,798,"-","FL83_00183","protein_coding","OG0008683"
"184","latens_scaffold_0","scaffold_0","gene",872085,872906,822,"-","FL83_00184","protein_coding","OG0013226"
"185","latens_scaffold_0","scaffold_0","gene",873862,875720,1859,"-","FL83_00185","protein_coding","OG0011864"
"186","latens_scaffold_0","scaffold_0","gene",877956,878807,852,"+","FL83_00186","protein_coding","OG0014093"
"187","latens_scaffold_0","scaffold_0","gene",879054,880782,1729,"-","FL83_00187","protein_coding","OG0022435"
"188","latens_scaffold_0","scaffold_0","gene",883353,884466,1114,"-","FL83_00188","protein_coding","OG0019160"
"189","latens_scaffold_0","scaffold_0","gene",886086,886623,538,"-","FL83_00189","protein_coding","OG0022456"
"190","latens_scaffold_0","scaffold_0","gene",887660,888449,790,"-","FL83_00190","protein_coding","OG0013227"
"191","latens_scaffold_0","scaffold_0","gene",890093,892353,2261,"-","FL83_00191","protein_coding","OG0008684"
"192","latens_scaffold_0","scaffold_0","gene",906590,907742,1153,"-","FL83_00192","protein_coding","OG0000544"
"193","latens_scaffold_0","scaffold_0","gene",909725,910379,655,"+","FL83_00193","protein_coding","OG0019173"
"194","latens_scaffold_0","scaffold_0","gene",914632,915863,1232,"+","FL83_00194","protein_coding",NA
"195","latens_scaffold_0","scaffold_0","gene",917613,918652,1040,"+","FL83_00195","protein_coding",NA
"196","latens_scaffold_0","scaffold_0","gene",921448,922718,1271,"-","FL83_00196","protein_coding",NA
"197","latens_scaffold_0","scaffold_0","gene",923933,928984,5052,"-","FL83_00197","protein_coding","OG0008685"
"198","latens_scaffold_0","scaffold_0","gene",931135,932943,1809,"-","FL83_00198","protein_coding","OG0011865"
"199","latens_scaffold_0","scaffold_0","gene",933191,934692,1502,"-","FL83_00199","protein_coding","OG0008686"
"200","latens_scaffold_0","scaffold_0","gene",939505,939993,489,"+","FL83_00200","protein_coding","OG0016420"
"201","latens_scaffold_0","scaffold_0","gene",943227,946168,2942,"+","FL83_00201","protein_coding","OG0008653"
"202","latens_scaffold_0","scaffold_0","gene",947218,950529,3312,"+","FL83_00202","protein_coding","OG0000741"
"203","latens_scaffold_0","scaffold_0","gene",952625,955504,2880,"+","FL83_00203","protein_coding","OG0008652"
"204","latens_scaffold_0","scaffold_0","gene",959006,960005,1000,"+","FL83_00204","protein_coding","OG0008651"
"205","latens_scaffold_0","scaffold_0","gene",960292,963092,2801,"-","FL83_00205","protein_coding","OG0008650"
"206","latens_scaffold_0","scaffold_0","gene",970107,970877,771,"-","FL83_00206","protein_coding",NA
"207","latens_scaffold_0","scaffold_0","gene",973456,981647,8192,"+","FL83_00207","protein_coding","OG0008649"
"208","latens_scaffold_0","scaffold_0","gene",982188,986027,3840,"+","FL83_00208","protein_coding","OG0011857"
"209","latens_scaffold_0","scaffold_0","gene",986592,988404,1813,"-","FL83_00209","protein_coding","OG0008648"
"210","latens_scaffold_0","scaffold_0","gene",993215,994992,1778,"+","FL83_00210","protein_coding","OG0008647"
"211","latens_scaffold_0","scaffold_0","gene",995763,996820,1058,"+","FL83_00211","protein_coding","OG0014092"
"212","latens_scaffold_0","scaffold_0","gene",997505,1006282,8778,"+","FL83_00212","protein_coding","OG0008646"
"213","latens_scaffold_0","scaffold_0","gene",1008864,1012463,3600,"+","FL83_00213","protein_coding","OG0008645"
"214","latens_scaffold_0","scaffold_0","gene",1013292,1013989,698,"-","FL83_00214","protein_coding",NA
"215","latens_scaffold_0","scaffold_0","gene",1017327,1019160,1834,"+","FL83_00215","protein_coding","OG0008644"
"216","latens_scaffold_0","scaffold_0","gene",1020841,1023064,2224,"+","FL83_00216","protein_coding","OG0022640"
"217","latens_scaffold_0","scaffold_0","gene",1022503,1030216,7714,"-","FL83_00217","protein_coding","OG0003257"
"218","latens_scaffold_0","scaffold_0","gene",1034235,1040219,5985,"-","FL83_00218","protein_coding","OG0008643"
"219","latens_scaffold_0","scaffold_0","gene",1040621,1044073,3453,"-","FL83_00219","protein_coding","OG0008642"
"220","latens_scaffold_0","scaffold_0","gene",1045127,1047514,2388,"-","FL83_00220","protein_coding","OG0004505"
"221","latens_scaffold_0","scaffold_0","gene",1048340,1049986,1647,"-","FL83_00221","protein_coding",NA
"222","latens_scaffold_0","scaffold_0","gene",1052455,1052905,451,"+","FL83_00222","protein_coding","OG0022697"
"223","latens_scaffold_0","scaffold_0","gene",1057245,1058762,1518,"+","FL83_00223","protein_coding",NA
"224","latens_scaffold_0","scaffold_0","gene",1061131,1061442,312,"+","FL83_00224","protein_coding",NA
"225","latens_scaffold_0","scaffold_0","gene",1064955,1065296,342,"+","FL83_00225","protein_coding","OG0022706"
"226","latens_scaffold_0","scaffold_0","gene",1067373,1068011,639,"+","FL83_00226","protein_coding",NA
"227","latens_scaffold_0","scaffold_0","gene",1076677,1077070,394,"-","FL83_00227","protein_coding",NA
"228","latens_scaffold_0","scaffold_0","gene",1080668,1082130,1463,"-","FL83_00228","protein_coding","OG0001420"
"229","latens_scaffold_0","scaffold_0","gene",1088892,1091995,3104,"+","FL83_00229","protein_coding","OG0008641"
"230","latens_scaffold_0","scaffold_0","gene",1092255,1098210,5956,"-","FL83_00230","protein_coding","OG0008640"
"231","latens_scaffold_0","scaffold_0","gene",1100214,1101111,898,"+","FL83_00231","protein_coding","OG0011856"
"232","latens_scaffold_0","scaffold_0","gene",1103309,1109301,5993,"+","FL83_00232","protein_coding","OG0003256"
"233","latens_scaffold_0","scaffold_0","gene",1109956,1112044,2089,"+","FL83_00233","protein_coding","OG0008639"
"234","latens_scaffold_0","scaffold_0","gene",1112065,1112704,640,"-","FL83_00234","protein_coding","OG0008638"
"235","latens_scaffold_0","scaffold_0","gene",1113108,1117694,4587,"-","FL83_00235","protein_coding","OG0008637"
"236","latens_scaffold_0","scaffold_0","gene",1128697,1129240,544,"+","FL83_00236","protein_coding","OG0008636"
"237","latens_scaffold_0","scaffold_0","gene",1130245,1133816,3572,"-","FL83_00237","protein_coding","OG0001965"
"238","latens_scaffold_0","scaffold_0","gene",1138509,1139503,995,"-","FL83_00238","protein_coding","OG0014852"
"239","latens_scaffold_0","scaffold_0","gene",1140543,1143040,2498,"+","FL83_00239","protein_coding","OG0004504"
"240","latens_scaffold_0","scaffold_0","gene",1144492,1150221,5730,"+","FL83_00240","protein_coding","OG0011855"
"241","latens_scaffold_0","scaffold_0","gene",1150864,1152682,1819,"+","FL83_00241","protein_coding","OG0014091"
"242","latens_scaffold_0","scaffold_0","gene",1153152,1153847,696,"+","FL83_00242","protein_coding","OG0014090"
"243","latens_scaffold_0","scaffold_0","gene",1154287,1154601,315,"+","FL83_00243","protein_coding","OG0022794"
"244","latens_scaffold_0","scaffold_0","gene",1156217,1157121,905,"+","FL83_00244","protein_coding","OG0013225"
"245","latens_scaffold_0","scaffold_0","gene",1158992,1160968,1977,"+","FL83_00245","protein_coding","OG0008635"
"246","latens_scaffold_0","scaffold_0","gene",1161428,1163588,2161,"+","FL83_00246","protein_coding","OG0004503"
"247","latens_scaffold_0","scaffold_0","gene",1165811,1166981,1171,"+","FL83_00247","protein_coding","OG0008634"
"248","latens_scaffold_0","scaffold_0","gene",1167781,1169677,1897,"-","FL83_00248","protein_coding","OG0008633"
"249","latens_scaffold_0","scaffold_0","gene",1171083,1174980,3898,"-","FL83_00249","protein_coding","OG0008632"
"250","latens_scaffold_0","scaffold_0","gene",1181157,1181716,560,"+","FL83_00250","protein_coding",NA
"251","latens_scaffold_0","scaffold_0","gene",1187082,1190965,3884,"+","FL83_00251","protein_coding","OG0008631"
"252","latens_scaffold_0","scaffold_0","gene",1192158,1192679,522,"-","FL83_00252","protein_coding","OG0008630"
"253","latens_scaffold_0","scaffold_0","gene",1195339,1197115,1777,"-","FL83_00253","protein_coding","OG0003255"
"254","latens_scaffold_0","scaffold_0","gene",1202075,1203667,1593,"-","FL83_00254","protein_coding",NA
"255","latens_scaffold_0","scaffold_0","gene",1209936,1213285,3350,"+","FL83_00255","protein_coding","OG0008629"
"256","latens_scaffold_0","scaffold_0","gene",1213873,1215145,1273,"+","FL83_00256","protein_coding","OG0011854"
