"","seq_id","seqnames","type","start","end","width","strand","gene_id","gene_biotype","Orthogroup"
"64","tribulationis_CSP40.scaffold00675","CSP40.scaffold00675","gene",110191,111419,1229,"-","CSP40.g10054","protein_coding","OG0014360"
"65","tribulationis_CSP40.scaffold00675","CSP40.scaffold00675","gene",130972,144811,13840,"+","CSP40.g10055","protein_coding","OG0002124"
"66","tribulationis_CSP40.scaffold00675","CSP40.scaffold00675","gene",146274,146876,603,"+","CSP40.g10056","protein_coding","OG0018594"
"67","tribulationis_CSP40.scaffold00675","CSP40.scaffold00675","gene",147288,149653,2366,"-","CSP40.g10057","protein_coding","OG0004024"
"68","tribulationis_CSP40.scaffold00675","CSP40.scaffold00675","gene",149877,155082,5206,"-","CSP40.g10058","protein_coding","OG0002446"
"69","tribulationis_CSP40.scaffold00675","CSP40.scaffold00675","gene",155326,156893,1568,"+","CSP40.g10059","protein_coding","OG0011147"
"70","tribulationis_CSP40.scaffold00038","CSP40.scaffold00038","gene",252940,254122,1183,"+","CSP40.g1006","protein_coding","OG0007603"
"71","tribulationis_CSP40.scaffold00675","CSP40.scaffold00675","gene",157283,160327,3045,"+","CSP40.g10060","protein_coding","OG0004025"
"72","tribulationis_CSP40.scaffold00675","CSP40.scaffold00675","gene",160699,162228,1530,"-","CSP40.g10061","protein_coding","OG0006739"
"73","tribulationis_CSP40.scaffold00675","CSP40.scaffold00675","gene",168610,168900,291,"-","CSP40.g10062","protein_coding","OG0000386"
"74","tribulationis_CSP40.scaffold00675","CSP40.scaffold00675","gene",169217,170616,1400,"-","CSP40.g10063","protein_coding",NA
"75","tribulationis_CSP40.scaffold00675","CSP40.scaffold00675","gene",171136,173565,2430,"+","CSP40.g10064","protein_coding","OG0000794"
"76","tribulationis_CSP40.scaffold00678","CSP40.scaffold00678","gene",735,1066,332,"+","CSP40.g10065","protein_coding","OG0005008"
"77","tribulationis_CSP40.scaffold00680","CSP40.scaffold00680","gene",2790,4985,2196,"-","CSP40.g10066","protein_coding","OG0005343"
"78","tribulationis_CSP40.scaffold00680","CSP40.scaffold00680","gene",5224,8919,3696,"-","CSP40.g10067","protein_coding","OG0014564"
"79","tribulationis_CSP40.scaffold00682","CSP40.scaffold00682","gene",247,4902,4656,"+","CSP40.g10068","protein_coding","OG0012697"
"80","tribulationis_CSP40.scaffold00682","CSP40.scaffold00682","gene",6040,6297,258,"-","CSP40.g10069","protein_coding",NA
"81","tribulationis_CSP40.scaffold00038","CSP40.scaffold00038","gene",254565,256094,1530,"-","CSP40.g1007","protein_coding","OG0007605"
"82","tribulationis_CSP40.scaffold00682","CSP40.scaffold00682","gene",6846,9722,2877,"-","CSP40.g10070","protein_coding",NA
"83","tribulationis_CSP40.scaffold00682","CSP40.scaffold00682","gene",10049,10870,822,"-","CSP40.g10071","protein_coding","OG0012698"
"84","tribulationis_CSP40.scaffold00683","CSP40.scaffold00683","gene",4436,5737,1302,"-","CSP40.g10072","protein_coding","OG0005322"
"85","tribulationis_CSP40.scaffold00683","CSP40.scaffold00683","gene",6629,8041,1413,"+","CSP40.g10073","protein_coding","OG0001061"
"86","tribulationis_CSP40.scaffold00684","CSP40.scaffold00684","gene",62,557,496,"-","CSP40.g10074","protein_coding","OG0002307"
"87","tribulationis_CSP40.scaffold00685","CSP40.scaffold00685","gene",373,1668,1296,"+","CSP40.g10075","protein_coding","OG0014663"
"88","tribulationis_CSP40.scaffold00685","CSP40.scaffold00685","gene",1946,4185,2240,"-","CSP40.g10076","protein_coding","OG0010448"
"89","tribulationis_CSP40.scaffold00685","CSP40.scaffold00685","gene",6561,9438,2878,"-","CSP40.g10077","protein_coding","OG0013057"
"90","tribulationis_CSP40.scaffold00685","CSP40.scaffold00685","gene",10189,12588,2400,"-","CSP40.g10078","protein_coding","OG0011339"
"91","tribulationis_CSP40.scaffold00685","CSP40.scaffold00685","gene",18715,19349,635,"-","CSP40.g10079","protein_coding","OG0011343"
"92","tribulationis_CSP40.scaffold00038","CSP40.scaffold00038","gene",256882,258700,1819,"+","CSP40.g1008","protein_coding","OG0007606"
"93","tribulationis_CSP40.scaffold00685","CSP40.scaffold00685","gene",20085,21038,954,"-","CSP40.g10080","protein_coding","OG0017284"
"94","tribulationis_CSP40.scaffold00685","CSP40.scaffold00685","gene",22714,23575,862,"-","CSP40.g10081","protein_coding","OG0004153"
"95","tribulationis_CSP40.scaffold00685","CSP40.scaffold00685","gene",24600,25373,774,"-","CSP40.g10082","protein_coding","OG0015598"
"96","tribulationis_CSP40.scaffold00685","CSP40.scaffold00685","gene",25583,26590,1008,"-","CSP40.g10083","protein_coding","OG0004152"
"97","tribulationis_CSP40.scaffold00686","CSP40.scaffold00686","gene",2,8063,8062,"+","CSP40.g10084","protein_coding","OG0003881"
"98","tribulationis_CSP40.scaffold00686","CSP40.scaffold00686","gene",12435,14708,2274,"+","CSP40.g10085","protein_coding","OG0006168"
"99","tribulationis_CSP40.scaffold00686","CSP40.scaffold00686","gene",15773,16970,1198,"+","CSP40.g10086","protein_coding","OG0014988"
"100","tribulationis_CSP40.scaffold00686","CSP40.scaffold00686","gene",18911,20279,1369,"+","CSP40.g10087","protein_coding","OG0019732"
"101","tribulationis_CSP40.scaffold00686","CSP40.scaffold00686","gene",21019,22233,1215,"+","CSP40.g10088","protein_coding","OG0002112"
"102","tribulationis_CSP40.scaffold00686","CSP40.scaffold00686","gene",23550,24822,1273,"+","CSP40.g10089","protein_coding",NA
"103","tribulationis_CSP40.scaffold00038","CSP40.scaffold00038","gene",259194,260619,1426,"-","CSP40.g1009","protein_coding","OG0004252"
"104","tribulationis_CSP40.scaffold00686","CSP40.scaffold00686","gene",24831,25580,750,"-","CSP40.g10090","protein_coding","OG0014615"
"105","tribulationis_CSP40.scaffold00686","CSP40.scaffold00686","gene",26289,27646,1358,"-","CSP40.g10091","protein_coding","OG0010962"
"106","tribulationis_CSP40.scaffold00686","CSP40.scaffold00686","gene",28418,28782,365,"-","CSP40.g10092","protein_coding","OG0015253"
"107","tribulationis_CSP40.scaffold00686","CSP40.scaffold00686","gene",29757,30861,1105,"-","CSP40.g10093","protein_coding","OG0019001"
"108","tribulationis_CSP40.scaffold00686","CSP40.scaffold00686","gene",34821,35947,1127,"-","CSP40.g10094","protein_coding","OG0002325"
"109","tribulationis_CSP40.scaffold00686","CSP40.scaffold00686","gene",36401,37305,905,"-","CSP40.g10095","protein_coding","OG0016316"
"110","tribulationis_CSP40.scaffold00686","CSP40.scaffold00686","gene",39433,42184,2752,"-","CSP40.g10096","protein_coding","OG0005133"
"111","tribulationis_CSP40.scaffold00686","CSP40.scaffold00686","gene",45835,47430,1596,"+","CSP40.g10097","protein_coding","OG0005134"
"112","tribulationis_CSP40.scaffold00686","CSP40.scaffold00686","gene",47499,50705,3207,"-","CSP40.g10098","protein_coding","OG0005135"
"113","tribulationis_CSP40.scaffold00686","CSP40.scaffold00686","gene",51180,54063,2884,"-","CSP40.g10099","protein_coding","OG0005136"
"114","tribulationis_CSP40.scaffold00009","CSP40.scaffold00009","gene",175312,176719,1408,"-","CSP40.g101","protein_coding","OG0000200"
"115","tribulationis_CSP40.scaffold00038","CSP40.scaffold00038","gene",260891,261353,463,"+","CSP40.g1010","protein_coding","OG0007607"
"116","tribulationis_CSP40.scaffold00686","CSP40.scaffold00686","gene",55892,56827,936,"-","CSP40.g10100","protein_coding","OG0005137"
"117","tribulationis_CSP40.scaffold00686","CSP40.scaffold00686","gene",57609,60083,2475,"+","CSP40.g10101","protein_coding","OG0000721"
"118","tribulationis_CSP40.scaffold00686","CSP40.scaffold00686","gene",60320,61048,729,"+","CSP40.g10102","protein_coding","OG0017869"
"119","tribulationis_CSP40.scaffold00686","CSP40.scaffold00686","gene",61699,63022,1324,"-","CSP40.g10103","protein_coding","OG0002326"
"120","tribulationis_CSP40.scaffold00686","CSP40.scaffold00686","gene",71210,72684,1475,"+","CSP40.g10104","protein_coding","OG0005138"
"121","tribulationis_CSP40.scaffold00686","CSP40.scaffold00686","gene",73544,75191,1648,"-","CSP40.g10105","protein_coding","OG0005139"
"122","tribulationis_CSP40.scaffold00686","CSP40.scaffold00686","gene",77665,80851,3187,"-","CSP40.g10106","protein_coding","OG0003535"
"123","tribulationis_CSP40.scaffold00686","CSP40.scaffold00686","gene",90412,93795,3384,"-","CSP40.g10107","protein_coding","OG0003534"
"124","tribulationis_CSP40.scaffold00686","CSP40.scaffold00686","gene",102476,103532,1057,"+","CSP40.g10108","protein_coding","OG0005132"
"125","tribulationis_CSP40.scaffold00686","CSP40.scaffold00686","gene",108303,108845,543,"+","CSP40.g10109","protein_coding","OG0005131"
"126","tribulationis_CSP40.scaffold00038","CSP40.scaffold00038","gene",261545,262918,1374,"+","CSP40.g1011","protein_coding","OG0011472"
"127","tribulationis_CSP40.scaffold00686","CSP40.scaffold00686","gene",110127,111074,948,"+","CSP40.g10110","protein_coding","OG0000097"
"128","tribulationis_CSP40.scaffold00686","CSP40.scaffold00686","gene",111560,113411,1852,"-","CSP40.g10111","protein_coding","OG0000646"
"129","tribulationis_CSP40.scaffold00686","CSP40.scaffold00686","gene",113756,114703,948,"-","CSP40.g10112","protein_coding",NA
"130","tribulationis_CSP40.scaffold00686","CSP40.scaffold00686","gene",115004,115225,222,"-","CSP40.g10113","protein_coding","OG0005125"
"131","tribulationis_CSP40.scaffold00686","CSP40.scaffold00686","gene",116749,118656,1908,"+","CSP40.g10114","protein_coding","OG0000432"
"132","tribulationis_CSP40.scaffold00686","CSP40.scaffold00686","gene",123630,124788,1159,"+","CSP40.g10115","protein_coding","OG0005129"
"133","tribulationis_CSP40.scaffold00686","CSP40.scaffold00686","gene",125239,126055,817,"-","CSP40.g10116","protein_coding","OG0010532"
"134","tribulationis_CSP40.scaffold00686","CSP40.scaffold00686","gene",126575,127729,1155,"+","CSP40.g10117","protein_coding","OG0005128"
"135","tribulationis_CSP40.scaffold00686","CSP40.scaffold00686","gene",128033,130009,1977,"-","CSP40.g10118","protein_coding","OG0003532"
"136","tribulationis_CSP40.scaffold00686","CSP40.scaffold00686","gene",130429,133642,3214,"-","CSP40.g10119","protein_coding","OG0012722"
"137","tribulationis_CSP40.scaffold00038","CSP40.scaffold00038","gene",263308,263923,616,"-","CSP40.g1012","protein_coding","OG0011473"
"138","tribulationis_CSP40.scaffold00686","CSP40.scaffold00686","gene",138881,139535,655,"-","CSP40.g10120","protein_coding","OG0001451"
"139","tribulationis_CSP40.scaffold00686","CSP40.scaffold00686","gene",153580,155531,1952,"+","CSP40.g10121","protein_coding","OG0005127"
"140","tribulationis_CSP40.scaffold00686","CSP40.scaffold00686","gene",156770,157494,725,"+","CSP40.g10122","protein_coding","OG0001076"
"141","tribulationis_CSP40.scaffold00686","CSP40.scaffold00686","gene",157821,159049,1229,"-","CSP40.g10123","protein_coding","OG0010531"
"142","tribulationis_CSP40.scaffold00687","CSP40.scaffold00687","gene",8543,15207,6665,"+","CSP40.g10124","protein_coding","OG0006071"
"143","tribulationis_CSP40.scaffold00687","CSP40.scaffold00687","gene",22394,35595,13202,"+","CSP40.g10125","protein_coding","OG0006108"
"144","tribulationis_CSP40.scaffold00687","CSP40.scaffold00687","gene",35857,36907,1051,"-","CSP40.g10126","protein_coding","OG0006107"
"145","tribulationis_CSP40.scaffold00687","CSP40.scaffold00687","gene",37817,40773,2957,"-","CSP40.g10127","protein_coding","OG0002407"
"146","tribulationis_CSP40.scaffold00687","CSP40.scaffold00687","gene",41019,47319,6301,"-","CSP40.g10128","protein_coding","OG0002912"
"147","tribulationis_CSP40.scaffold00687","CSP40.scaffold00687","gene",49857,50223,367,"+","CSP40.g10129","protein_coding",NA
"148","tribulationis_CSP40.scaffold00038","CSP40.scaffold00038","gene",277305,281179,3875,"+","CSP40.g1013","protein_coding","OG0007608"
"149","tribulationis_CSP40.scaffold00687","CSP40.scaffold00687","gene",50354,51028,675,"+","CSP40.g10130","protein_coding","OG0006125"
"150","tribulationis_CSP40.scaffold00687","CSP40.scaffold00687","gene",54658,54873,216,"-","CSP40.g10131","protein_coding","OG0001192"
"151","tribulationis_CSP40.scaffold00687","CSP40.scaffold00687","gene",57096,57308,213,"+","CSP40.g10132","protein_coding",NA
"152","tribulationis_CSP40.scaffold00687","CSP40.scaffold00687","gene",63919,64587,669,"+","CSP40.g10133","protein_coding","OG0000208"
"153","tribulationis_CSP40.scaffold00688","CSP40.scaffold00688","gene",1459,2140,682,"+","CSP40.g10134","protein_coding","OG0002299"
"154","tribulationis_CSP40.scaffold00688","CSP40.scaffold00688","gene",2400,2950,551,"-","CSP40.g10135","protein_coding","OG0023996"
"155","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",550,12064,11515,"+","CSP40.g10136","protein_coding","OG0002085"
"156","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",13700,15492,1793,"+","CSP40.g10137","protein_coding",NA
"157","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",15781,19561,3781,"-","CSP40.g10138","protein_coding","OG0005779"
"158","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",19867,22898,3032,"-","CSP40.g10139","protein_coding","OG0002376"
"159","tribulationis_CSP40.scaffold00038","CSP40.scaffold00038","gene",281707,283269,1563,"-","CSP40.g1014","protein_coding","OG0001933"
"160","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",23150,23782,633,"+","CSP40.g10140","protein_coding","OG0019748"
"161","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",24181,28079,3899,"-","CSP40.g10141","protein_coding",NA
"162","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",33776,35308,1533,"+","CSP40.g10142","protein_coding","OG0005778"
"163","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",46018,47979,1962,"+","CSP40.g10143","protein_coding","OG0010774"
"164","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",50264,52738,2475,"+","CSP40.g10144","protein_coding","OG0012820"
"165","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",52823,54361,1539,"-","CSP40.g10145","protein_coding","OG0012823"
"166","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",55657,67272,11616,"-","CSP40.g10146","protein_coding","OG0003741"
"167","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",75084,77097,2014,"+","CSP40.g10147","protein_coding","OG0003742"
"168","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",77642,79113,1472,"+","CSP40.g10148","protein_coding",NA
"169","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",84255,87952,3698,"+","CSP40.g10149","protein_coding","OG0003743"
"170","tribulationis_CSP40.scaffold00038","CSP40.scaffold00038","gene",283889,285093,1205,"+","CSP40.g1015","protein_coding","OG0008150"
"171","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",88151,88674,524,"-","CSP40.g10150","protein_coding","OG0012824"
"172","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",89364,90189,826,"+","CSP40.g10151","protein_coding","OG0003740"
"173","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",90967,94681,3715,"-","CSP40.g10152","protein_coding","OG0003739"
"174","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",97395,99036,1642,"+","CSP40.g10153","protein_coding","OG0010775"
"175","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",99453,100370,918,"+","CSP40.g10154","protein_coding","OG0000486"
"176","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",101581,102036,456,"-","CSP40.g10155","protein_coding","OG0012689"
"177","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",102194,104487,2294,"-","CSP40.g10156","protein_coding","OG0000497"
"178","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",105029,105495,467,"+","CSP40.g10157","protein_coding","OG0001160"
"179","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",105504,107747,2244,"-","CSP40.g10158","protein_coding","OG0000812"
"180","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",109597,113700,4104,"+","CSP40.g10159","protein_coding","OG0000426"
"181","tribulationis_CSP40.scaffold00038","CSP40.scaffold00038","gene",285513,287697,2185,"-","CSP40.g1016","protein_coding","OG0000502"
"182","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",114070,115053,984,"-","CSP40.g10160","protein_coding","OG0001811"
"183","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",119107,119689,583,"+","CSP40.g10161","protein_coding",NA
"184","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",121817,122104,288,"+","CSP40.g10162","protein_coding",NA
"185","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",122963,123832,870,"+","CSP40.g10163","protein_coding",NA
"186","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",124594,125485,892,"+","CSP40.g10164","protein_coding",NA
"187","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",126296,127211,916,"+","CSP40.g10165","protein_coding",NA
"188","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",136722,140459,3738,"+","CSP40.g10166","protein_coding","OG0002860"
"189","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",141439,143608,2170,"+","CSP40.g10167","protein_coding","OG0014216"
"190","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",144121,145131,1011,"-","CSP40.g10168","protein_coding","OG0005777"
"191","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",147281,148646,1366,"+","CSP40.g10169","protein_coding","OG0005776"
"192","tribulationis_CSP40.scaffold00038","CSP40.scaffold00038","gene",289514,292065,2552,"-","CSP40.g1017","protein_coding","OG0015155"
"193","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",149588,157647,8060,"+","CSP40.g10170","protein_coding","OG0019004"
"194","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",157757,162592,4836,"+","CSP40.g10171","protein_coding","OG0003738"
"195","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",163833,169501,5669,"-","CSP40.g10172","protein_coding",NA
"196","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",176253,177472,1220,"+","CSP40.g10173","protein_coding","OG0005773"
"197","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",182389,185113,2725,"+","CSP40.g10174","protein_coding","OG0012821"
"198","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",186365,189042,2678,"+","CSP40.g10175","protein_coding","OG0012822"
"199","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",189423,190077,655,"+","CSP40.g10176","protein_coding","OG0005774"
"200","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",191122,217799,26678,"-","CSP40.g10177","protein_coding","OG0005775"
"201","tribulationis_CSP40.scaffold00692","CSP40.scaffold00692","gene",231683,233905,2223,"+","CSP40.g10178","protein_coding","OG0001856"
