"","seq_id","seqnames","type","start","end","width","strand","gene_id","gene_biotype","Orthogroup"
"30","inopinata_Sp34_Chr1","Sp34_Chr1","gene",133607,134620,1014,"+","Sp34_10002700","protein_coding","OG0005893"
"31","inopinata_Sp34_Chr1","Sp34_Chr1","gene",134774,135809,1036,"-","Sp34_10002800","protein_coding","OG0005865"
"32","inopinata_Sp34_Chr1","Sp34_Chr1","gene",140207,145040,4834,"-","Sp34_10002900","protein_coding","OG0010827"
"33","inopinata_Sp34_Chr1","Sp34_Chr1","gene",145534,148369,2836,"+","Sp34_10003000","protein_coding","OG0005896"
"34","inopinata_Sp34_Chr1","Sp34_Chr1","gene",148514,150147,1634,"-","Sp34_10003100","protein_coding","OG0002884"
"35","inopinata_Sp34_Chr1","Sp34_Chr1","gene",150927,152345,1419,"+","Sp34_10003200","protein_coding","OG0003784"
"36","inopinata_Sp34_Chr1","Sp34_Chr1","gene",153991,154671,681,"-","Sp34_10003300","protein_coding","OG0002720"
"37","inopinata_Sp34_Chr1","Sp34_Chr1","gene",155537,158375,2839,"+","Sp34_10003400","protein_coding","OG0002885"
"38","inopinata_Sp34_Chr1","Sp34_Chr1","gene",158653,161058,2406,"-","Sp34_10003500","protein_coding","OG0005874"
"39","inopinata_Sp34_Chr1","Sp34_Chr1","gene",161416,163464,2049,"-","Sp34_10003600","protein_coding","OG0010818"
"40","inopinata_Sp34_Chr1","Sp34_Chr1","gene",165748,168911,3164,"-","Sp34_10003700","protein_coding","OG0005882"
"41","inopinata_Sp34_Chr1","Sp34_Chr1","gene",169587,169835,249,"-","Sp34_10003800","protein_coding","OG0015562"
"42","inopinata_Sp34_Chr1","Sp34_Chr1","gene",170217,171365,1149,"-","Sp34_10003900","protein_coding","OG0005881"
"43","inopinata_Sp34_Chr1","Sp34_Chr1","gene",171724,173424,1701,"-","Sp34_10004000","protein_coding","OG0005880"
"44","inopinata_Sp34_Chr1","Sp34_Chr1","gene",175840,177351,1512,"-","Sp34_10004100","protein_coding","OG0005879"
"45","inopinata_Sp34_Chr1","Sp34_Chr1","gene",178587,179627,1041,"-","Sp34_10004200","protein_coding","OG0005878"
"46","inopinata_Sp34_Chr1","Sp34_Chr1","gene",179879,182618,2740,"+","Sp34_10004300","protein_coding","OG0000000"
"47","inopinata_Sp34_Chr1","Sp34_Chr1","gene",186956,196394,9439,"+","Sp34_10004400","protein_coding","OG0005876"
"48","inopinata_Sp34_Chr1","Sp34_Chr1","gene",199793,203172,3380,"-","Sp34_10004600","protein_coding",NA
"49","inopinata_Sp34_Chr1","Sp34_Chr1","gene",198878,217466,18589,"+","Sp34_10004710","protein_coding","OG0001479"
"50","inopinata_Sp34_Chr1","Sp34_Chr1","gene",218795,219707,913,"-","Sp34_10004800","protein_coding","OG0000524"
"51","inopinata_Sp34_Chr1","Sp34_Chr1","gene",221098,221933,836,"+","Sp34_10004900","protein_coding","OG0002386"
"52","inopinata_Sp34_Chr1","Sp34_Chr1","gene",222010,224909,2900,"+","Sp34_10005000","protein_coding",NA
"53","inopinata_Sp34_Chr1","Sp34_Chr1","gene",225218,232457,7240,"-","Sp34_10005100","protein_coding","OG0005868"
"54","inopinata_Sp34_Chr1","Sp34_Chr1","gene",236088,237211,1124,"+","Sp34_10005200","protein_coding","OG0005875"
"55","inopinata_Sp34_Chr1","Sp34_Chr1","gene",237685,240790,3106,"+","Sp34_10005310","protein_coding","OG0010820"
"56","inopinata_Sp34_Chr1","Sp34_Chr1","gene",241742,243128,1387,"-","Sp34_10005410","protein_coding","OG0005869"
"57","inopinata_Sp34_Chr1","Sp34_Chr1","gene",243499,247418,3920,"-","Sp34_10005420","protein_coding","OG0021736"
"58","inopinata_Sp34_Chr1","Sp34_Chr1","gene",255165,260830,5666,"-","Sp34_10005500","protein_coding","OG0005870"
"59","inopinata_Sp34_Chr1","Sp34_Chr1","gene",266989,271013,4025,"+","Sp34_10005600","protein_coding","OG0003782"
"60","inopinata_Sp34_Chr1","Sp34_Chr1","gene",271046,272748,1703,"-","Sp34_10005700","protein_coding","OG0005871"
"61","inopinata_Sp34_Chr1","Sp34_Chr1","gene",273372,275450,2079,"+","Sp34_10005800","protein_coding","OG0005872"
"62","inopinata_Sp34_Chr1","Sp34_Chr1","gene",275698,277125,1428,"+","Sp34_10005900","protein_coding","OG0001076"
"63","inopinata_Sp34_Chr1","Sp34_Chr1","gene",277604,279635,2032,"+","Sp34_10006000","protein_coding","OG0003783"
"64","inopinata_Sp34_Chr1","Sp34_Chr1","gene",281529,284677,3149,"-","Sp34_10006100","protein_coding",NA
"65","inopinata_Sp34_Chr1","Sp34_Chr1","gene",286446,295272,8827,"+","Sp34_10006210","protein_coding","OG0005873"
"66","inopinata_Sp34_Chr1","Sp34_Chr1","gene",292415,293443,1029,"-","Sp34_10006300","protein_coding","OG0010817"
"67","inopinata_Sp34_Chr1","Sp34_Chr1","gene",295537,295924,388,"-","Sp34_10006510","protein_coding","OG0013868"
"68","inopinata_Sp34_Chr1","Sp34_Chr1","gene",297183,300379,3197,"-","Sp34_10006520","protein_coding","OG0005892"
"69","inopinata_Sp34_Chr1","Sp34_Chr1","gene",302213,304972,2760,"-","Sp34_10006600","protein_coding","OG0005891"
"70","inopinata_Sp34_Chr1","Sp34_Chr1","gene",305481,308629,3149,"+","Sp34_10006700","protein_coding","OG0012855"
"71","inopinata_Sp34_Chr1","Sp34_Chr1","gene",308696,316694,7999,"-","Sp34_10006800","protein_coding","OG0005890"
"72","inopinata_Sp34_Chr1","Sp34_Chr1","gene",322246,323540,1295,"+","Sp34_10006900","protein_coding","OG0005889"
"73","inopinata_Sp34_Chr1","Sp34_Chr1","gene",325225,328190,2966,"+","Sp34_10007010","protein_coding","OG0001231"
"74","inopinata_Sp34_Chr1","Sp34_Chr1","gene",330193,334451,4259,"+","Sp34_10007020","protein_coding","OG0002092"
"75","inopinata_Sp34_Chr1","Sp34_Chr1","gene",334670,335559,890,"+","Sp34_10007100","protein_coding","OG0005888"
"76","inopinata_Sp34_Chr1","Sp34_Chr1","gene",335648,338799,3152,"-","Sp34_10007200","protein_coding","OG0005887"
"77","inopinata_Sp34_Chr1","Sp34_Chr1","gene",339203,340905,1703,"+","Sp34_10007300","protein_coding","OG0005886"
"78","inopinata_Sp34_Chr1","Sp34_Chr1","gene",345275,348472,3198,"+","Sp34_10007400","protein_coding","OG0005885"
"79","inopinata_Sp34_Chr1","Sp34_Chr1","gene",350104,358784,8681,"-","Sp34_10007500","protein_coding","OG0005884"
"80","inopinata_Sp34_Chr1","Sp34_Chr1","gene",360195,367663,7469,"-","Sp34_10007610","protein_coding","OG0005883"
"81","inopinata_Sp34_Chr1","Sp34_Chr1","gene",373291,376018,2728,"+","Sp34_10007700","protein_coding","OG0007828"
"82","inopinata_Sp34_Chr1","Sp34_Chr1","gene",376135,380867,4733,"-","Sp34_10007800","protein_coding","OG0002170"
"83","inopinata_Sp34_Chr1","Sp34_Chr1","gene",390462,395274,4813,"+","Sp34_10007900","protein_coding","OG0007829"
"84","inopinata_Sp34_Chr1","Sp34_Chr1","gene",398098,401520,3423,"+","Sp34_10008000","protein_coding",NA
"85","inopinata_Sp34_Chr1","Sp34_Chr1","gene",405639,406672,1034,"-","Sp34_10008100","protein_coding","OG0000311"
"86","inopinata_Sp34_Chr1","Sp34_Chr1","gene",408637,408935,299,"+","Sp34_10008200","protein_coding","OG0000035"
"87","inopinata_Sp34_Chr1","Sp34_Chr1","gene",413922,423288,9367,"+","Sp34_10008300","protein_coding","OG0007830"
"88","inopinata_Sp34_Chr1","Sp34_Chr1","gene",424959,425666,708,"+","Sp34_10008400","protein_coding","OG0000015"
"89","inopinata_Sp34_Chr1","Sp34_Chr1","gene",427036,428077,1042,"+","Sp34_10008500","protein_coding","OG0011549"
"90","inopinata_Sp34_Chr1","Sp34_Chr1","gene",428297,435679,7383,"-","Sp34_10008600","protein_coding","OG0001238"
"91","inopinata_Sp34_Chr1","Sp34_Chr1","gene",436356,437445,1090,"-","Sp34_10008710","protein_coding","OG0010051"
"92","inopinata_Sp34_Chr1","Sp34_Chr1","gene",437803,441366,3564,"-","Sp34_10008720","protein_coding","OG0002192"
"93","inopinata_Sp34_Chr1","Sp34_Chr1","gene",442337,445331,2995,"-","Sp34_10008800","protein_coding","OG0001735"
"94","inopinata_Sp34_Chr1","Sp34_Chr1","gene",445770,448409,2640,"+","Sp34_10008900","protein_coding","OG0005877"
"95","inopinata_Sp34_Chr1","Sp34_Chr1","gene",449136,453093,3958,"-","Sp34_10009000","protein_coding","OG0007827"
"96","inopinata_Sp34_Chr1","Sp34_Chr1","gene",456151,458909,2759,"-","Sp34_10009100","protein_coding","OG0001530"
"97","inopinata_Sp34_Chr1","Sp34_Chr1","gene",459214,463580,4367,"-","Sp34_10009200","protein_coding","OG0007825"
"98","inopinata_Sp34_Chr1","Sp34_Chr1","gene",467026,471161,4136,"-","Sp34_10009310","protein_coding","OG0011548"
"99","inopinata_Sp34_Chr1","Sp34_Chr1","gene",508048,508625,578,"+","Sp34_10009400","protein_coding",NA
"100","inopinata_Sp34_Chr1","Sp34_Chr1","gene",513093,516629,3537,"-","Sp34_10009500","protein_coding","OG0002523"
"101","inopinata_Sp34_Chr1","Sp34_Chr1","gene",518751,525399,6649,"-","Sp34_10009610","protein_coding","OG0007824"
"102","inopinata_Sp34_Chr1","Sp34_Chr1","gene",532395,533048,654,"-","Sp34_10009700","protein_coding","OG0018517"
"103","inopinata_Sp34_Chr1","Sp34_Chr1","gene",534564,535281,718,"+","Sp34_10009800","protein_coding","OG0001119"
"104","inopinata_Sp34_Chr1","Sp34_Chr1","gene",537031,537822,792,"-","Sp34_10009900","protein_coding","OG0017227"
"105","inopinata_Sp34_Chr1","Sp34_Chr1","gene",542949,547129,4181,"-","Sp34_10010100","protein_coding","OG0001112"
"106","inopinata_Sp34_Chr1","Sp34_Chr1","gene",548680,551186,2507,"+","Sp34_10010200","protein_coding","OG0000956"
"107","inopinata_Sp34_Chr1","Sp34_Chr1","gene",555537,557497,1961,"+","Sp34_10010311","protein_coding","OG0003148"
"108","inopinata_Sp34_Chr1","Sp34_Chr1","gene",558425,580072,21648,"+","Sp34_10010320","protein_coding",NA
"109","inopinata_Sp34_Chr1","Sp34_Chr1","gene",581904,583578,1675,"-","Sp34_10010400","protein_coding","OG0000287"
"110","inopinata_Sp34_Chr1","Sp34_Chr1","gene",585836,588158,2323,"-","Sp34_10010510","protein_coding","OG0010815"
"111","inopinata_Sp34_Chr1","Sp34_Chr1","gene",592006,599376,7371,"+","Sp34_10010600","protein_coding","OG0000163"
"112","inopinata_Sp34_Chr1","Sp34_Chr1","gene",600510,603973,3464,"+","Sp34_10010700","protein_coding","OG0008987"
"113","inopinata_Sp34_Chr1","Sp34_Chr1","gene",604245,607165,2921,"-","Sp34_10010800","protein_coding",NA
"114","inopinata_Sp34_Chr1","Sp34_Chr1","gene",607979,609678,1700,"-","Sp34_10010900","protein_coding","OG0012856"
"115","inopinata_Sp34_Chr1","Sp34_Chr1","gene",614986,621672,6687,"+","Sp34_10011000","protein_coding","OG0012490"
"116","inopinata_Sp34_Chr1","Sp34_Chr1","gene",622595,625443,2849,"+","Sp34_10011100","protein_coding","OG0013494"
"117","inopinata_Sp34_Chr1","Sp34_Chr1","gene",625783,633457,7675,"+","Sp34_10011200","protein_coding","OG0005895"
"118","inopinata_Sp34_Chr1","Sp34_Chr1","gene",634102,634775,674,"+","Sp34_10011300","protein_coding","OG0010826"
"119","inopinata_Sp34_Chr1","Sp34_Chr1","gene",635014,637885,2872,"-","Sp34_10011400","protein_coding","OG0002887"
"120","inopinata_Sp34_Chr1","Sp34_Chr1","gene",638725,640174,1450,"-","Sp34_10011500","protein_coding","OG0002093"
"121","inopinata_Sp34_Chr1","Sp34_Chr1","gene",641042,642797,1756,"+","Sp34_10011610","protein_coding","OG0013588"
"122","inopinata_Sp34_Chr1","Sp34_Chr1","gene",643508,645339,1832,"+","Sp34_10011700","protein_coding","OG0002886"
"123","inopinata_Sp34_Chr1","Sp34_Chr1","gene",647048,649067,2020,"+","Sp34_10011800","protein_coding","OG0001943"
"124","inopinata_Sp34_Chr1","Sp34_Chr1","gene",649222,650266,1045,"-","Sp34_10011900","protein_coding","OG0001911"
"125","inopinata_Sp34_Chr1","Sp34_Chr1","gene",650760,656676,5917,"+","Sp34_10012010","protein_coding",NA
"126","inopinata_Sp34_Chr1","Sp34_Chr1","gene",656988,659632,2645,"+","Sp34_10012100","protein_coding","OG0013433"
"127","inopinata_Sp34_Chr1","Sp34_Chr1","gene",661000,666091,5092,"+","Sp34_10012200","protein_coding","OG0004306"
"128","inopinata_Sp34_Chr1","Sp34_Chr1","gene",666258,667035,778,"-","Sp34_10012300","protein_coding","OG0007831"
"129","inopinata_Sp34_Chr1","Sp34_Chr1","gene",668240,668691,452,"+","Sp34_10012310","protein_coding","OG0013129"
"130","inopinata_Sp34_Chr1","Sp34_Chr1","gene",669227,671565,2339,"-","Sp34_10012400","protein_coding","OG0007832"
"131","inopinata_Sp34_Chr1","Sp34_Chr1","gene",672253,673340,1088,"+","Sp34_10012500","protein_coding","OG0007823"
"132","inopinata_Sp34_Chr1","Sp34_Chr1","gene",673642,674233,592,"+","Sp34_10012600","protein_coding","OG0004303"
"133","inopinata_Sp34_Chr1","Sp34_Chr1","gene",675250,676431,1182,"+","Sp34_10012700","protein_coding",NA
"134","inopinata_Sp34_Chr1","Sp34_Chr1","gene",677339,681167,3829,"-","Sp34_10012800","protein_coding","OG0002522"
"135","inopinata_Sp34_Chr1","Sp34_Chr1","gene",681679,682384,706,"+","Sp34_10012900","protein_coding","OG0007822"
"136","inopinata_Sp34_Chr1","Sp34_Chr1","gene",682820,685500,2681,"-","Sp34_10013000","protein_coding","OG0004302"
"137","inopinata_Sp34_Chr1","Sp34_Chr1","gene",686132,686814,683,"+","Sp34_10013100","protein_coding","OG0007821"
"138","inopinata_Sp34_Chr1","Sp34_Chr1","gene",687103,688007,905,"+","Sp34_10013210","protein_coding",NA
"139","inopinata_Sp34_Chr1","Sp34_Chr1","gene",690167,694313,4147,"+","Sp34_10013300","protein_coding","OG0007812"
"140","inopinata_Sp34_Chr1","Sp34_Chr1","gene",694688,696241,1554,"-","Sp34_10013400","protein_coding","OG0001714"
"141","inopinata_Sp34_Chr1","Sp34_Chr1","gene",697648,698523,876,"+","Sp34_10013500","protein_coding","OG0007813"
"142","inopinata_Sp34_Chr1","Sp34_Chr1","gene",699370,705611,6242,"+","Sp34_10013600","protein_coding","OG0001715"
"143","inopinata_Sp34_Chr1","Sp34_Chr1","gene",706080,707681,1602,"+","Sp34_10013710","protein_coding","OG0007814"
"144","inopinata_Sp34_Chr1","Sp34_Chr1","gene",708099,709385,1287,"+","Sp34_10013720","protein_coding","OG0007815"
"145","inopinata_Sp34_Chr1","Sp34_Chr1","gene",709931,710694,764,"+","Sp34_10013800","protein_coding","OG0003146"
"146","inopinata_Sp34_Chr1","Sp34_Chr1","gene",711248,712172,925,"-","Sp34_10013900","protein_coding","OG0007817"
"147","inopinata_Sp34_Chr1","Sp34_Chr1","gene",712436,714430,1995,"-","Sp34_10014000","protein_coding","OG0007818"
"148","inopinata_Sp34_Chr1","Sp34_Chr1","gene",715592,717471,1880,"-","Sp34_10014100","protein_coding","OG0007819"
"149","inopinata_Sp34_Chr1","Sp34_Chr1","gene",718600,720684,2085,"+","Sp34_10014200","protein_coding","OG0007820"
"150","inopinata_Sp34_Chr1","Sp34_Chr1","gene",720924,727977,7054,"-","Sp34_10014300","protein_coding","OG0013128"
"151","inopinata_Sp34_Chr1","Sp34_Chr1","gene",728905,732761,3857,"+","Sp34_10014400","protein_coding","OG0001713"
"152","inopinata_Sp34_Chr1","Sp34_Chr1","gene",733935,735292,1358,"+","Sp34_10014500","protein_coding","OG0007810"
"153","inopinata_Sp34_Chr1","Sp34_Chr1","gene",737836,740376,2541,"+","Sp34_10014600","protein_coding","OG0004301"
"154","inopinata_Sp34_Chr1","Sp34_Chr1","gene",740557,742506,1950,"-","Sp34_10014700","protein_coding","OG0007811"
"155","inopinata_Sp34_Chr1","Sp34_Chr1","gene",745185,748247,3063,"-","Sp34_10014800","protein_coding","OG0001285"
"156","inopinata_Sp34_Chr1","Sp34_Chr1","gene",750253,755327,5075,"-","Sp34_10014900","protein_coding",NA
"157","inopinata_Sp34_Chr1","Sp34_Chr1","gene",763999,766521,2523,"-","Sp34_10015000","protein_coding","OG0000776"
"158","inopinata_Sp34_Chr1","Sp34_Chr1","gene",769261,769708,448,"+","Sp34_10015100","protein_coding","OG0000745"
"159","inopinata_Sp34_Chr1","Sp34_Chr1","gene",770487,773077,2591,"+","Sp34_10015200","protein_coding","OG0000756"
"160","inopinata_Sp34_Chr1","Sp34_Chr1","gene",774075,774349,275,"-","Sp34_10015300","protein_coding",NA
"161","inopinata_Sp34_Chr1","Sp34_Chr1","gene",774454,775343,890,"-","Sp34_10015400","protein_coding",NA
"162","inopinata_Sp34_Chr1","Sp34_Chr1","gene",775492,776489,998,"-","Sp34_10015500","protein_coding","OG0003662"
"163","inopinata_Sp34_Chr1","Sp34_Chr1","gene",777500,780741,3242,"+","Sp34_10015600","protein_coding",NA
"164","inopinata_Sp34_Chr1","Sp34_Chr1","gene",781312,787097,5786,"+","Sp34_10015700","protein_coding",NA
"165","inopinata_Sp34_Chr1","Sp34_Chr1","gene",787311,787794,484,"+","Sp34_10015800","protein_coding",NA
"166","inopinata_Sp34_Chr1","Sp34_Chr1","gene",788793,790600,1808,"+","Sp34_10015900","protein_coding",NA
"167","inopinata_Sp34_Chr1","Sp34_Chr1","gene",792907,795277,2371,"+","Sp34_10016000","protein_coding","OG0018860"
"168","inopinata_Sp34_Chr1","Sp34_Chr1","gene",795423,800694,5272,"+","Sp34_10016100","protein_coding",NA
"169","inopinata_Sp34_Chr1","Sp34_Chr1","gene",801670,803171,1502,"+","Sp34_10016200","protein_coding",NA
"170","inopinata_Sp34_Chr1","Sp34_Chr1","gene",803830,804911,1082,"+","Sp34_10016300","protein_coding","OG0004198"
"171","inopinata_Sp34_Chr1","Sp34_Chr1","gene",805316,806080,765,"-","Sp34_10016410","protein_coding","OG0007459"
"172","inopinata_Sp34_Chr1","Sp34_Chr1","gene",809477,810848,1372,"+","Sp34_10016500","protein_coding","OG0007460"
"173","inopinata_Sp34_Chr1","Sp34_Chr1","gene",811516,813952,2437,"-","Sp34_10016600","protein_coding","OG0007461"
"174","inopinata_Sp34_Chr1","Sp34_Chr1","gene",814338,816462,2125,"-","Sp34_10016700","protein_coding","OG0011425"
"175","inopinata_Sp34_Chr1","Sp34_Chr1","gene",817492,821199,3708,"+","Sp34_10016800","protein_coding","OG0007462"
"176","inopinata_Sp34_Chr1","Sp34_Chr1","gene",822132,826259,4128,"+","Sp34_10016900","protein_coding","OG0004199"
"177","inopinata_Sp34_Chr1","Sp34_Chr1","gene",826465,827413,949,"-","Sp34_10017000","protein_coding","OG0003661"
"178","inopinata_Sp34_Chr1","Sp34_Chr1","gene",828227,831911,3685,"+","Sp34_10017100","protein_coding",NA
"179","inopinata_Sp34_Chr1","Sp34_Chr1","gene",833672,835425,1754,"-","Sp34_10017200","protein_coding",NA
"180","inopinata_Sp34_Chr1","Sp34_Chr1","gene",836920,838690,1771,"-","Sp34_10017300","protein_coding","OG0000755"
"181","inopinata_Sp34_Chr1","Sp34_Chr1","gene",839660,840092,433,"+","Sp34_10017400","protein_coding",NA
"182","inopinata_Sp34_Chr1","Sp34_Chr1","gene",840424,844638,4215,"-","Sp34_10017500","protein_coding","OG0012568"
"183","inopinata_Sp34_Chr1","Sp34_Chr1","gene",848749,851913,3165,"-","Sp34_10017600","protein_coding","OG0011424"
"184","inopinata_Sp34_Chr1","Sp34_Chr1","gene",857758,863237,5480,"-","Sp34_10017700","protein_coding","OG0018861"
"185","inopinata_Sp34_Chr1","Sp34_Chr1","gene",864060,877538,13479,"-","Sp34_10017800","protein_coding","OG0007458"
"186","inopinata_Sp34_Chr1","Sp34_Chr1","gene",884802,891972,7171,"-","Sp34_10017900","protein_coding","OG0002491"
"187","inopinata_Sp34_Chr1","Sp34_Chr1","gene",893666,896220,2555,"-","Sp34_10018000","protein_coding","OG0007456"
"188","inopinata_Sp34_Chr1","Sp34_Chr1","gene",896589,899683,3095,"+","Sp34_10018100","protein_coding","OG0011423"
"189","inopinata_Sp34_Chr1","Sp34_Chr1","gene",901510,904147,2638,"+","Sp34_10018200","protein_coding","OG0011422"
"190","inopinata_Sp34_Chr1","Sp34_Chr1","gene",904608,910854,6247,"+","Sp34_10018300","protein_coding","OG0003091"
"191","inopinata_Sp34_Chr1","Sp34_Chr1","gene",911611,912792,1182,"+","Sp34_10018400","protein_coding","OG0014326"
"192","inopinata_Sp34_Chr1","Sp34_Chr1","gene",912980,915336,2357,"+","Sp34_10018500","protein_coding","OG0007455"
"193","inopinata_Sp34_Chr1","Sp34_Chr1","gene",915816,917358,1543,"+","Sp34_10018600","protein_coding","OG0011421"
"194","inopinata_Sp34_Chr1","Sp34_Chr1","gene",917589,920113,2525,"-","Sp34_10018700","protein_coding","OG0006162"
"195","inopinata_Sp34_Chr1","Sp34_Chr1","gene",920711,920917,207,"-","Sp34_10018800","protein_coding",NA
"196","inopinata_Sp34_Chr1","Sp34_Chr1","gene",921598,923417,1820,"-","Sp34_10018900","protein_coding","OG0013653"
"197","inopinata_Sp34_Chr1","Sp34_Chr1","gene",924655,924989,335,"+","Sp34_10019000","protein_coding","OG0015028"
"198","inopinata_Sp34_Chr1","Sp34_Chr1","gene",926330,926658,329,"+","Sp34_10019100","protein_coding",NA
"199","inopinata_Sp34_Chr1","Sp34_Chr1","gene",928925,929296,372,"+","Sp34_10019200","protein_coding",NA
"200","inopinata_Sp34_Chr1","Sp34_Chr1","gene",930686,931060,375,"+","Sp34_10019300","protein_coding",NA
"201","inopinata_Sp34_Chr1","Sp34_Chr1","gene",932729,933397,669,"+","Sp34_10019400","protein_coding",NA
"202","inopinata_Sp34_Chr1","Sp34_Chr1","gene",934153,937810,3658,"+","Sp34_10019500","protein_coding","OG0000189"
"203","inopinata_Sp34_Chr1","Sp34_Chr1","gene",940028,940482,455,"+","Sp34_10019600","protein_coding",NA
"204","inopinata_Sp34_Chr1","Sp34_Chr1","gene",941251,941457,207,"-","Sp34_10019710","protein_coding",NA
"205","inopinata_Sp34_Chr1","Sp34_Chr1","gene",942247,942624,378,"+","Sp34_10019800","protein_coding",NA
"206","inopinata_Sp34_Chr1","Sp34_Chr1","gene",943443,943796,354,"+","Sp34_10019900","protein_coding",NA
"207","inopinata_Sp34_Chr1","Sp34_Chr1","gene",944481,953284,8804,"-","Sp34_10020000","protein_coding","OG0002928"
"208","inopinata_Sp34_Chr1","Sp34_Chr1","gene",950687,952011,1325,"+","Sp34_10020010","protein_coding","OG0010946"
"209","inopinata_Sp34_Chr1","Sp34_Chr1","gene",953740,956443,2704,"-","Sp34_10020100","protein_coding","OG0003879"
"210","inopinata_Sp34_Chr1","Sp34_Chr1","gene",956981,966479,9499,"+","Sp34_10020200","protein_coding","OG0002926"
"211","inopinata_Sp34_Chr1","Sp34_Chr1","gene",966999,971709,4711,"+","Sp34_10020310","protein_coding","OG0010945"
"212","inopinata_Sp34_Chr1","Sp34_Chr1","gene",971885,976031,4147,"+","Sp34_10020320","protein_coding","OG0006161"
"213","inopinata_Sp34_Chr1","Sp34_Chr1","gene",976262,977116,855,"-","Sp34_10020410","protein_coding","OG0006160"
"214","inopinata_Sp34_Chr1","Sp34_Chr1","gene",977815,979754,1940,"-","Sp34_10020420","protein_coding","OG0006159"
"215","inopinata_Sp34_Chr1","Sp34_Chr1","gene",980803,985682,4880,"-","Sp34_10020430","protein_coding","OG0000350"
"216","inopinata_Sp34_Chr1","Sp34_Chr1","gene",985974,987341,1368,"+","Sp34_10020500","protein_coding","OG0002550"
